original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier
2963,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,669,.,(tor)tuga nana [: una] [*] (tor)tuga nana [: una] [*] deón [: león] [*] mode [: muerde] [*] vovo [: ciervo] .%mor: n|tortuga&f=turtoise det:art|un-f=one n|tortuga&f=turtoise det:art|un-f=one n|león&m=lion v|morde-3S&PRES=bite n|ciervo&m=deer .,%mor:
2964,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,674,.,el león muerde al ciervo en tu libro .%mor: det:art|el&m&SG=the n|león&m=lion v|morde-3S&PRES=bite prepart|a~det:art|el&m=to n|ciervo&m=deer prep|en=in det:poss|tu=your n|libro&m=book .,%mor:
2965,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,678,?,y que hace el ciervo ?%mor: coord|y=and pro:rel|que=that v|hace-3S&PRES=do det:art|el&m&SG=the n|ciervo&m=deer ?,%mor:
2966,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,681,.,no no no no mordas .%mor: adv|no=no adv|no=no adv|no=no adv|no=no v|morde-2S&SUB&PRES=bite .,%mor:
2967,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,683,!,no me muerdas !%mor: adv|no=no pro:obj|me=me v|morde-2S&SUB&PRES=bite !,%mor:
2968,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,685,.,deón [: león] no mordas a vovo [: ciervo] .%mor: n|león&m=lion adv|no=no v|morde-2S&SUB&PRES=bite prepart|a=to n|ciervo&m=deer .,%mor:
2969,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,688,?,a_ver como como es ?%mor: co|a_ver adv|como=like adv|como=like cop|se-3S&PRES=be ?,%mor:
2970,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,690,?,primero hay un león grande y después ?%mor: adv|primero=first v|habe-3S&PRES&SPEC=have det:art|un&m=one n|león&m=lion adj|grande=big coord|y=and adv|después=after ?,%mor:
2971,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,693,.,vovo [: ciervo] .%mor: n|ciervo&m=deer .,%mor:
2972,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,695,.,un ciervo .%mor: det:art|un&m=one n|ciervo&m=deer .,%mor:
2973,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,697,.,epes@b [=? apes] .%mor: bab|epes .,%mor:
2974,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,699,?,que más ?%mor: pro:rel|que=that adv|más=more ?,%mor:
2975,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,701,.,e un veva [: cebra] .%mor: coord|e=and det:art|un&m=one n|cebra&f=zebra .,%mor:
2976,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,703,.,una cebra .%mor: det:art|un-f=one n|cebra&f=zebra .,%mor:
2977,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,705,.,un enon [: león] [*] .%mor: det:art|un&m=one n|león&m=lion .,%mor:
2978,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,707,.,un león .%mor: det:art|un&m=one n|león&m=lion .,%mor:
2979,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,709,.,un pupas .%mor: det:art|un&m=one n|pupa&f-PL=pimple .,%mor:
2980,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,711,.,un búfalo .%mor: det:art|un&m=one n|búfalo&m=buffalo .,%mor:
2981,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,713,.,&nane [//] nande [: grande] [*] vacas .%mor: adj|grande=big n|vaca&f-PL=cow .,%mor:
2982,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,715,.,que es como una vaca grande sí .%mor: pro:rel|que=that cop|se-3S&PRES=be adv|como=like det:art|un-f=one n|vaca&f=cow adj|grande=big co|sí=yes .,%mor:
2983,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,718,.,que más .%mor: pro:rel|que=that adv|más=more .,%mor:
2984,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,720,?,hay una leona también ?%mor: v|habe-3S&PRES&SPEC=have det:art|un-f=one n|leona&f=lioness adv|también=also ?,%mor:
2985,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,723,.,no hay .%mor: adv|no=no v|habe-3S&PRES&SPEC=have .,%mor:
2986,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,725,.,aquí no pero en tu libro .%mor: adv|aquí=here adv|no=no conj|pero=but prep|en=in det:poss|tu=your n|libro&m=book .,%mor:
2987,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,728,?,en tu libro hay una leona ?%mor: prep|en=in det:poss|tu=your adj|libre-m=free v|habe-3S&PRES&SPEC=have det:art|un-f=one n|leona&f=lioness ?,%mor:
2988,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,731,.,sí .%mor: co|sí=yes .,%mor:
2989,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,733,?,y que más ?%mor: coord|y=and pro:rel|que=that adv|más=more ?,%mor:
2990,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,735,.,un non [: león] [*] .%mor: det:art|un&m=one n|león&m=lion .,%mor:
2991,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,737,.,un león .%mor: det:art|un&m=one n|león&m=lion .,%mor:
2992,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,739,.,monos no hay .%mor: n|mono-m-PL=monkey adv|no=no v|habe-3S&PRES&SPEC=have .,%mor:
2993,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,741,.,monos no hay en tu libro no .%mor: n|mono-m-PL=monkey adv|no=no v|habe-3S&PRES&SPEC=have prep|en=in det:poss|tu=your n|libro&m=book adv|no=no .,%mor:
2994,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,744,.,mono sí hay mira sí hay .%mor: n|mono-m=monkey co|sí=yes v|habe-3S&PRES&SPEC=have co|mira=look co|sí=yes v|habe-3S&PRES&SPEC=have .,%mor:
2995,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,747,.,aquí en este libro sí hay monos .%mor: adv|aquí=here prep|en=in det:dem|este=this n|libro&m=book co|sí=yes v|habe-3S&PRES&SPEC=have adj|mono-m-PL=cool .,%mor:
2996,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,750,.,ese ese ese na@b na@b na@b ese un pug [: tortuga] [*] nana en puga [: tortuga] [*] .%mor: det:dem|ese=that det:dem|ese=that det:dem|ese=that bab|na bab|na bab|na det:dem|ese=that det:art|un&m=one n|tortuga&f=turtoise n|nana&f=grandma prep|en=in n|tortuga&f=turtoise .,%mor:
2997,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,755,?,este ?%mor: det:dem|este=this ?,%mor:
2998,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,757,.,deon [: león] .%mor: n|león&m=lion .,%mor:
2999,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,759,!,ah !%mor: co|ah !,%mor:
3000,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,761,.,un león .%mor: det:art|un&m=one n|león&m=lion .,%mor:
3001,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,763,.,ese .%mor: det:dem|ese=that .,%mor:
3002,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,765,.,una rana .%mor: det:art|un-f=one n|rana&f=frog .,%mor:
3003,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,767,.,tante [: entonces] [*] .%mor: adv|entonces=then .,%mor:
3004,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,769,?,entonces ?%mor: adv|entonces=then ?,%mor:
3005,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,771,.,entonces (s)eñora .%mor: adv|entonces=then n|señora&f=lady .,%mor:
3006,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,773,.,la señora .%mor: det:art|el&f&SG=the n|señora&f=lady .,%mor:
3007,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,775,.,(cos)quillas a mono .%mor: n|cosquilla&f-PL=tickle prepart|a=to n|mono-m=monkey .,%mor:
3008,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,780,.,sí .%mor: co|sí=yes .,%mor:
3009,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,782,?,y que hace el mono ?%mor: coord|y=and pro:rel|que=that v|hace-3S&PRES=do det:art|el&m&SG=the n|mono-m=monkey ?,%mor:
3010,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,785,.,coge aupa .%mor: v|coge-3S&PRES=take co|aupa=uppie .,%mor:
3011,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,787,?,le coge aupa ?%mor: pro:ind|le&m=him v|coge-3S&PRES=take co|aupa=uppie ?,%mor:
3012,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,789,.,sí .%mor: co|sí=yes .,%mor:
3013,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,791,?,sí ?%mor: co|sí=yes ?,%mor:
3014,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,793,.,ese .%mor: det:dem|ese=that .,%mor:
3015,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,795,.,ese es un mono .%mor: det:dem|ese=that cop|se-3S&PRES=be det:art|un&m=one n|mono-m=monkey .,%mor:
3016,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,798,.,ese .%mor: det:dem|ese=that .,%mor:
3017,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,800,.,y esa un señora .%mor: coord|y=and det:dem|ese-f=that det:art|un&m=one n|señora&f=lady .,%mor:
3018,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,802,.,e mono .%mor: coord|e=and adj|mono-m=cool .,%mor:
3019,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,804,?,que es ese ?%mor: pro:rel|que=that cop|se-3S&PRES=be det:dem|ese=that ?,%mor:
3020,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,806,.,ese .%mor: det:dem|ese=that .,%mor:
3021,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,808,?,que es ?%mor: pro:rel|que=that cop|se-3S&PRES=be ?,%mor:
3022,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,810,.,mono .%mor: n|mono-m=monkey .,%mor:
3023,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,812,.,otro mono .%mor: pro:indef|otro-m=other adj|mono-m=cool .,%mor:
3024,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,814,.,ese ese .%mor: det:dem|ese=that det:dem|ese=that .,%mor:
3025,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,816,.,una señora .%mor: det:art|un-f=one n|señora&f=lady .,%mor:
3026,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,818,.,ese .%mor: det:dem|ese=that .,%mor:
3027,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,820,.,un mono que está haciendo una foto .%mor: det:art|un&m=one n|mono-m=monkey pro:rel|que=that aux|esta-3S&PRES=be part|hace-PRPART=do det:art|un-f=one n|foto&m=photo .,%mor:
3028,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,824,.,ese .%mor: det:dem|ese=that .,%mor:
3029,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,826,.,una se:ñora .%mor: det:art|un-f=one n|señora&f=lady .,%mor:
3030,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,828,.,ese (s)eñora se mala .%mor: det:dem|ese=that n|señora&f=lady pro:refl|se=itself adj|malo-f=bad .,%mor:
3031,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,831,?,es mala la señora ?%mor: cop|se-3S&PRES=be adj|malo-f=bad det:art|el&f&SG=the n|señora&f=lady ?,%mor:
3032,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,834,.,sí .%mor: co|sí=yes .,%mor:
3033,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,836,?,mala y que ?%mor: adj|malo-f=bad coord|y=and pro:rel|que=that ?,%mor:
3034,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,838,.,mala en que qu(i)ero .%mor: adj|malo-f=bad prep|en=in pro:rel|que=that v|quere-1S&PRES=want .,%mor:
3035,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,840,.,mala y fea .%mor: adj|malo-f=bad coord|y=and n|fe-f=faith .,%mor:
3036,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,842,.,no .%mor: adv|no=no .,%mor:
3037,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,844,.,no .%mor: adv|no=no .,%mor:
3038,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,846,.,ese .%mor: det:dem|ese=that .,%mor:
3039,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,848,?,un mono es mala y fea la señora ?%mor: det:art|un&m=one n|mono-m=monkey cop|se-3S&PRES=be adj|malo-f=bad coord|y=and n|fe-f=faith det:art|el&f&SG=the n|señora&f=lady ?,%mor:
3040,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,851,.,sí .%mor: co|sí=yes .,%mor:
3041,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,853,?,sí ?%mor: co|sí=yes ?,%mor:
3042,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,855,.,no .%mor: adv|no=no .,%mor:
3043,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,857,.,no .%mor: adv|no=no .,%mor:
3044,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,859,.,(s)eñora .%mor: n|señora&f=lady .,%mor:
3045,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,861,?,la señora ?%mor: det:art|el&f&SG=the n|señora&f=lady ?,%mor:
3046,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,863,.,sí (s)eñora y mono .%mor: co|sí=yes n|señora&f=lady coord|y=and adj|mono-m=cool .,%mor:
3047,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,865,.,la señora y el mono .%mor: det:art|el&f&SG=the n|señora&f=lady coord|y=and det:art|el&m&SG=the n|mono-m=monkey .,%mor:
3048,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,868,.,sí .%mor: co|sí=yes .,%mor:
3049,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,870,?,que hacen ?%mor: pro:rel|que=that v|hace-3P&PRES=do ?,%mor:
3050,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,872,.,(s)eñora y mono chachan@b .%mor: n|señora&f=lady coord|y=and adj|mono-m=cool bab|chachan .,%mor:
3051,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,874,?,donde están ?%mor: pro:rel|donde=where cop|esta-3P&PRES=be ?,%mor:
3052,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,876,.,allá (es)tán .%mor: adv|allá=there cop|esta-3P&PRES=be .,%mor:
3053,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,878,?,aquí están ?%mor: adv|aquí=here cop|esta-3P&PRES=be ?,%mor:
3054,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,880,.,xxx .,%mor:
3055,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,881,?,a_ver ?%mor: co|a_ver ?,%mor:
3056,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,883,.,allá (es)tán .%mor: adv|allá=there cop|esta-3P&PRES=be .,%mor:
3057,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,885,.,ya (es)tán .%mor: adv|ya=already cop|esta-3P&PRES=be .,%mor:
3058,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,887,.,aquí estos .%mor: adv|aquí=here det:dem|este-m-PL=this .,%mor:
3059,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,889,.,más .%mor: adv|más=more .,%mor:
3060,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,891,?,más ?%mor: adv|más=more ?,%mor:
3061,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,893,.,sí .%mor: co|sí=yes .,%mor:
3062,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,895,.,a_ver que más hay aquí en este libro .%mor: co|a_ver pro:rel|que=that adv|más=more v|habe-3S&PRES&SPEC=have adv|aquí=here prep|en=in det:dem|este=this n|libro&m=book .,%mor:
3063,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,898,.,ba(r)co [*] .%mor: n|barco-m=boat .,%mor:
3064,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,900,!,un barco !%mor: det:art|un&m=one n|barco-m=boat !,%mor:
3065,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,902,.,que .%mor: pro:rel|que=that .,%mor:
3066,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,904,.,"esto es un tren , visto así de frente , un poco difícil de ver .%mor: pro:dem|esto=this_one cop|se-3S&PRES=be det:art|un&m=one n|tren&m=train cm|cm v|vesti-1S&PRES=dress adv|así=thus prep|de=of adv|frente=facing cm|cm det:art|un&m=one adv|poco=few adj|difícil=difficult prep|de=of inf|ve-INF=see .",%mor:
3067,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,909,.,allá .%mor: adv|allá=there .,%mor:
3068,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,911,.,aquí hay un señor con un rastrillo .%mor: adv|aquí=here v|habe-3S&PRES&SPEC=have det:art|un&m=one n|señor&m=sir prep|con=with det:art|un&m=one n|rastrillo&m=rake .,%mor:
3069,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,914,.,que .%mor: pro:rel|que=that .,%mor:
3070,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,916,?,y esto que es ?%mor: coord|y=and pro:dem|esto=this_one pro:rel|que=that cop|se-3S&PRES=be ?,%mor:
3071,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,919,.,vones [: aviones] .%mor: n|avión&f-PL=airplane .,%mor:
3072,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,921,!,aviones !%mor: n|avión&f-PL=airplane !,%mor:
3073,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,923,.,(vo)lando .%mor: part|vola-PRPART=fly .,%mor:
3074,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,925,.,aviones volando sí .%mor: n|avión&f-PL=airplane part|vola-PRPART=fly co|sí=yes .,%mor:
3075,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,927,.,esto es un reloj muy grande .%mor: pro:dem|esto=this_one cop|se-3S&PRES=be det:art|un&m=one n|reloj&m=clock adv|muy=very adj|grande=big .,%mor:
3076,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,930,.,que que .%mor: pro:rel|que=that pro:rel|que=that .,%mor:
3077,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,932,.,esto es un reloj .%mor: pro:dem|esto=this_one cop|se-3S&PRES=be det:art|un&m=one n|reloj&m=clock .,%mor:
3078,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,935,.,quien parece que llora .%mor: pro:rel|quien=who v|parece-3S&PRES=seem pro:rel|que=that v|llora-3S&PRES=cry .,%mor:
3079,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,938,?,quien llora ?%mor: pro:rel|quien=who v|llora-3S&PRES=cry ?,%mor:
3080,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,940,.,(J)aime .%mor: n:prop|Jaime .,%mor:
3081,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,942,?,Jaime ?%mor: n:prop|Jaime ?,%mor:
3082,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,944,.,"vamos e ver que le pasa , vamos a_ver .%mor: v|i-1P&PRES=go coord|e=and inf|ve-INF=see pro:rel|que=that pro:ind|le&m=him n|pasa&f=raisin cm|cm co|vamos=go co|a_ver .",%mor:
3083,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,947,.,Guan [= Juan] y Quechu [= Josetxu] .%mor: n:prop|Guan coord|y=and n:prop|Quechu .,%mor:
3084,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,949,?,Juan y Josetxu ?%mor: n:prop|Juan coord|y=and n:prop|Josetxu ?,%mor:
3085,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,951,.,xxx .,%mor:
3086,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,952,.,a verle .%mor: prepart|a=to inf|ve-INF~pro:clit|3S=see .,%mor:
3087,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,954,.,pipa pipa .%mor: n|pipa&f=cask n|pipa&f=cask .,%mor:
3088,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,956,?,quien es ?%mor: pro:rel|quien=who cop|se-3S&PRES=be ?,%mor:
3089,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,958,.,pipa .%mor: n|pipa&f=cask .,%mor:
3090,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,961,?,"está llorando Jaime , no ?%mor: aux|esta-3S&PRES=be part|llora-PRPART=cry n:prop|Jaime cm|cm adv|no=no ?",%mor:
3091,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,964,?,llora ?%mor: imp|llora-2S&IMP=cry ?,%mor:
3092,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,966,.,no sí .%mor: adv|no=no co|sí=yes .,%mor:
3093,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,968,?,eh ?%mor: co|eh ?,%mor:
3094,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,970,.,sí .%mor: co|sí=yes .,%mor:
3095,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,972,!,"sí llora , pobre Jaime que llora , ay !%mor: co|sí=yes v|llora-3S&PRES=cry cm|cm co|pobre=poor_thing n:prop|Jaime pro:rel|que=that v|llora-3S&PRES=cry cm|cm co|ay=ay !",%mor:
3096,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,975,.,a_ver .%mor: co|a_ver .,%mor:
3097,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,977,.,ven ven .%mor: co|ven=come co|ven=come .,%mor:
3098,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,979,?,quien va ?%mor: pro:rel|quien=who v|i-3S&PRES=go ?,%mor:
3099,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,981,.,ven ven .%mor: co|ven=come co|ven=come .,%mor:
3100,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,983,.,dale el chupete a_ver .%mor: imp|da-2S&IMP~pro:clit|3S=give det:art|el&m&SG=the n|chupi&m-AUG=pacifier co|a_ver .,%mor:
3101,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,986,.,ven tu venes [: vienes] [*] .%mor: imp|veni-2S&IMP=come det:poss|tu=your v|veni-2S&PRES=come .,%mor:
3102,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,988,?,yo voy ?%mor: pro:sub|yo=I v|i-1S&PRES=go ?,%mor:
3103,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,990,.,sí .%mor: co|sí=yes .,%mor:
3104,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,992,.,"a_ver a_ver , ay .%mor: co|a_ver co|a_ver cm|cm co|ay=ay .",%mor:
3105,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,994,.,mira ya .%mor: co|mira=look adv|ya=already .,%mor:
3106,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,996,.,espera espera ay .%mor: v|espera-3S&PRES=wait v|espera-3S&PRES=wait co|ay=ay .,%mor:
3107,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,998,.,&teen tete [: chupete] [*] tete [: chupete] [*] .%mor: n|chupi&m-AUG=pacifier n|chupi&m-AUG=pacifier .,%mor:
3108,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,1001,.,tu allá tu allá .%mor: det:poss|tu=your adv|allá=there det:poss|tu=your adv|allá=there .,%mor:
3109,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,1003,?,donde ?%mor: pro:rel|donde=where ?,%mor:
3110,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,1005,.,tu allá (con)migo .%mor: det:poss|tu=your adv|allá=there adv|conmigo=with_me .,%mor:
3111,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,1007,?,yo aquí ?%mor: pro:sub|yo=I adv|aquí=here ?,%mor:
3112,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,1009,.,sí no tu no tu allá tu allá .%mor: co|sí=yes adv|no=no det:poss|tu=your adv|no=no det:poss|tu=your adv|allá=there det:poss|tu=your adv|allá=there .,%mor:
3113,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,1012,.,espera que le vamos a dar un poquito de agua .%mor: v|espera-3S&PRES=wait pro:rel|que=that pro:ind|le&m=him v|i-1P&PRES=go prepart|a=to inf|da-INF=give det:art|un&m=one pro:indef|poquito=little prep|de=of n|agua&f=water .,%mor:
3114,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,1016,.,eh .%mor: co|eh .,%mor:
3115,020500b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,1018,.,a Jaime .%mor: prepart|a=to n:prop|Jaime .,%mor:
3116,020500b.cha,spa,Linaza,CHI,2;05.00,.,.,.,Target_Child,.,.,1020,.,tete [: chupete] [*] tete [: chupete] [*] .%mor: n|chupi&m-AUG=pacifier n|chupi&m-AUG=pacifier .,%mor:
