original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
4408,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1940,.,"+"" trae suficiente agua para rociarla sobre las cosas que convertiste en oro y regresarás a la normalidad .%mor: v|trae-3S&PRES=carry adv|suficiente=sufficient n|agua&f=water prep|para=for inf|rocia-INF~pro:clit|OBJ&f=sprinkle prep|sobre=above det:art|el&f-PL=the n|cosa&f-PL=thing prep|que=than v|converti-2S&PRET=convert prep|en=in v|ora-1S&PRES=pray coord|y=and v|regresa-2S&FUT=return aprep|a=to det:art|el&f&SG=the n|normalidad&f=normality .",%mor:,0,,,,0,0,0,,,,,
4409,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1940,v|trae-3s&pres=carry,"+"" trae suficiente agua para rociarla sobre las cosas que convertiste en oro y regresarás a la normalidad .%mor: v|trae-3S&PRES=carry adv|suficiente=sufficient n|agua&f=water prep|para=for inf|rocia-INF~pro:clit|OBJ&f=sprinkle prep|sobre=above det:art|el&f-PL=the n|cosa&f-PL=thing prep|que=than v|converti-2S&PRET=convert prep|en=in v|ora-1S&PRES=pray coord|y=and v|regresa-2S&FUT=return aprep|a=to det:art|el&f&SG=the n|normalidad&f=normality .",%svd:,traer,na,na,na,na,na,na,na,na,na,reading,
4410,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1940,v|converti-2s&pret=convert,"+"" trae suficiente agua para rociarla sobre las cosas que convertiste en oro y regresarás a la normalidad .%mor: v|trae-3S&PRES=carry adv|suficiente=sufficient n|agua&f=water prep|para=for inf|rocia-INF~pro:clit|OBJ&f=sprinkle prep|sobre=above det:art|el&f-PL=the n|cosa&f-PL=thing prep|que=than v|converti-2S&PRET=convert prep|en=in v|ora-1S&PRES=pray coord|y=and v|regresa-2S&FUT=return aprep|a=to det:art|el&f&SG=the n|normalidad&f=normality .",%svd:,convertir,na,na,na,na,na,na,na,na,na,reading,
4411,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1940,v|ora-1s&pres=pray,"+"" trae suficiente agua para rociarla sobre las cosas que convertiste en oro y regresarás a la normalidad .%mor: v|trae-3S&PRES=carry adv|suficiente=sufficient n|agua&f=water prep|para=for inf|rocia-INF~pro:clit|OBJ&f=sprinkle prep|sobre=above det:art|el&f-PL=the n|cosa&f-PL=thing prep|que=than v|converti-2S&PRET=convert prep|en=in v|ora-1S&PRES=pray coord|y=and v|regresa-2S&FUT=return aprep|a=to det:art|el&f&SG=the n|normalidad&f=normality .",%svd:,orar,na,na,na,na,na,na,na,na,na,tag error,
4412,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1940,v|regresa-2s&fut=return,"+"" trae suficiente agua para rociarla sobre las cosas que convertiste en oro y regresarás a la normalidad .%mor: v|trae-3S&PRES=carry adv|suficiente=sufficient n|agua&f=water prep|para=for inf|rocia-INF~pro:clit|OBJ&f=sprinkle prep|sobre=above det:art|el&f-PL=the n|cosa&f-PL=thing prep|que=than v|converti-2S&PRET=convert prep|en=in v|ora-1S&PRES=pray coord|y=and v|regresa-2S&FUT=return aprep|a=to det:art|el&f&SG=the n|normalidad&f=normality .",%svd:,regresar,na,na,na,na,na,na,na,na,na,reading,
4413,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1948,.,el dey [: rey] estaba saliendo con (.) con ella y estaban tan feliz &ta .%mor: det:art|el&m&SG=the n|rey&m=king cop|esta-13S&PAS=be part|sali-PROG=leave prep|con=with prep|con=with pro:sub|ello-f=he coord|y=and cop|esta-3P&PAS=be adv|tan=such adj|feliz=happy .,%mor:,0,,,,0,0,0,,,,,
4414,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1948,cop|esta-13s&pas=be,el dey [: rey] estaba saliendo con (.) con ella y estaban tan feliz &ta .%mor: det:art|el&m&SG=the n|rey&m=king cop|esta-13S&PAS=be part|sali-PROG=leave prep|con=with prep|con=with pro:sub|ello-f=he coord|y=and cop|esta-3P&PAS=be adv|tan=such adj|feliz=happy .,%svd:,estar,DP-def,,1,3,s,pas,,,,,
4415,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1948,cop|esta-3p&pas=be,el dey [: rey] estaba saliendo con (.) con ella y estaban tan feliz &ta .%mor: det:art|el&m&SG=the n|rey&m=king cop|esta-13S&PAS=be part|sali-PROG=leave prep|con=with prep|con=with pro:sub|ello-f=he coord|y=and cop|esta-3P&PAS=be adv|tan=such adj|feliz=happy .,%svd:,estar,0,,1,3,p,pas,switch,switch,,,
4416,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1953,.,y entonces estaban caminando po(r) to(dos) los lados .%mor: coord|y=and adv|entonces=then cop|esta-3P&PAS=be part|camina-PROG=walk prep|por=for det:indef|todo-m-PL=all det:art|el&m-PL=the n|lado&m-PL=side .,%mor:,0,,,,0,0,0,,,,,
4417,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1953,cop|esta-3p&pas=be,y entonces estaban caminando po(r) to(dos) los lados .%mor: coord|y=and adv|entonces=then cop|esta-3P&PAS=be part|camina-PROG=walk prep|por=for det:indef|todo-m-PL=all det:art|el&m-PL=the n|lado&m-PL=side .,%svd:,estar,0,,1,3,p,pas,,same,,,
4418,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1957,.,estaban caminando junta a ellos iban .%mor: cop|esta-3P&PAS=be part|camina-PROG=walk v|junta-3S&PRES=assemble aprep|a=to pro:sub|ello-m-PL=he v|i-3P&PAS=go .,%mor:,0,,,,0,0,0,,,,,
4419,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1957,cop|esta-3p&pas=be,estaban caminando junta a ellos iban .%mor: cop|esta-3P&PAS=be part|camina-PROG=walk v|junta-3S&PRES=assemble aprep|a=to pro:sub|ello-m-PL=he v|i-3P&PAS=go .,%svd:,estar,0,,1,3,p,pas,,same,,,
4420,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1957,v|junta-3s&pres=assemble,estaban caminando junta a ellos iban .%mor: cop|esta-3P&PAS=be part|camina-PROG=walk v|junta-3S&PRES=assemble aprep|a=to pro:sub|ello-m-PL=he v|i-3P&PAS=go .,%svd:,juntar,na,na,na,na,na,na,na,na,na,tag error,
4421,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1957,v|i-3p&pas=go,estaban caminando junta a ellos iban .%mor: cop|esta-3P&PAS=be part|camina-PROG=walk v|junta-3S&PRES=assemble aprep|a=to pro:sub|ello-m-PL=he v|i-3P&PAS=go .,%svd:,ir,0,,1,3,p,pas,,same,,,
4422,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1960,.,entonces que les que estaban yendo .%mor: adv|entonces=then prep|que=than pro:ind|le-PL=them pro:rel|que=that cop|esta-3P&PAS=be part|i-PROG=go .,%mor:,0,,,,0,0,0,,,,,
4423,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1960,cop|esta-3p&pas=be,entonces que les que estaban yendo .%mor: adv|entonces=then prep|que=than pro:ind|le-PL=them pro:rel|que=that cop|esta-3P&PAS=be part|i-PROG=go .,%svd:,estar,0,,1,3,p,pas,,same,,,
4424,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1963,.,y entonces que era que &ell ella le cantó al dey [: rey] .%mor: coord|y=and adv|entonces=then conj|que=that cop|se-13S&PAS=be prep|que=than pro:sub|ello-f=he pro:ind|le=him v|canta-3S&PRET=sing aprep|a~det:art|el&m=to n|rey&m=king .,%mor:,0,,,,0,0,0,,,,,
4425,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1963,cop|se-13s&pas=be,y entonces que era que &ell ella le cantó al dey [: rey] .%mor: coord|y=and adv|entonces=then conj|que=that cop|se-13S&PAS=be prep|que=than pro:sub|ello-f=he pro:ind|le=him v|canta-3S&PRET=sing aprep|a~det:art|el&m=to n|rey&m=king .,%svd:,ser,na,na,na,na,na,na,na,na,na,false start,
4426,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1963,v|canta-3s&pret=sing,y entonces que era que &ell ella le cantó al dey [: rey] .%mor: coord|y=and adv|entonces=then conj|que=that cop|se-13S&PAS=be prep|que=than pro:sub|ello-f=he pro:ind|le=him v|canta-3S&PRET=sing aprep|a~det:art|el&m=to n|rey&m=king .,%svd:,cantar,1,,1,3,s,pret,,switch,,,
4427,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1967,.,y estaban cantando tan hermoso .%mor: coord|y=and cop|esta-3P&PAS=be part|canta-PROG=sing adv|tan=such adj|hermoso-m=beautiful .,%mor:,0,,,,0,0,0,,,,,
4428,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1967,cop|esta-3p&pas=be,y estaban cantando tan hermoso .%mor: coord|y=and cop|esta-3P&PAS=be part|canta-PROG=sing adv|tan=such adj|hermoso-m=beautiful .,%svd:,estar,0,,1,3,p,pas,,switch?,,either switch or morphological error,
4429,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1970,+...,estaba muy contento y entonces se desmayó po(r)que +...%mor: cop|esta-13S&PAS=be adv|muy=very v|contenta-1S&PRES=satisfy coord|y=and adv|entonces=then pro:refl|se=itself v|desmaya-3S&PRET=lose_heart conj|porque=because +...,%mor:,0,,,,0,0,0,,,,,
4430,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1970,cop|esta-13s&pas=be,estaba muy contento y entonces se desmayó po(r)que +...%mor: cop|esta-13S&PAS=be adv|muy=very v|contenta-1S&PRES=satisfy coord|y=and adv|entonces=then pro:refl|se=itself v|desmaya-3S&PRET=lose_heart conj|porque=because +...,%svd:,estar,0,,1,3,s,pas,,,,preceding context unclear,
4431,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1970,v|contenta-1s&pres=satisfy,estaba muy contento y entonces se desmayó po(r)que +...%mor: cop|esta-13S&PAS=be adv|muy=very v|contenta-1S&PRES=satisfy coord|y=and adv|entonces=then pro:refl|se=itself v|desmaya-3S&PRET=lose_heart conj|porque=because +...,%svd:,contentar,na,na,na,na,na,na,na,na,na,tag error,
4432,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1970,v|desmaya-3s&pret=lose_heart,estaba muy contento y entonces se desmayó po(r)que +...%mor: cop|esta-13S&PAS=be adv|muy=very v|contenta-1S&PRES=satisfy coord|y=and adv|entonces=then pro:refl|se=itself v|desmaya-3S&PRET=lose_heart conj|porque=because +...,%svd:,desmayar,0,,1,3,s,pret,,switch?,,unclear reference,
4433,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1974,.,se desmayó po(r)que (.) como ca(n)só se desmaya .%mor: pro:refl|se=itself v|desmaya-3S&PRET=lose_heart conj|porque=because adv|como=like v|cansa-3S&PRET=tire pro:refl|se=itself v|desmaya-3S&PRES=lose_heart .,%mor:,0,,,,0,0,0,,,,,
4434,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1974,v|desmaya-3s&pret=lose_heart,se desmayó po(r)que (.) como ca(n)só se desmaya .%mor: pro:refl|se=itself v|desmaya-3S&PRET=lose_heart conj|porque=because adv|como=like v|cansa-3S&PRET=tire pro:refl|se=itself v|desmaya-3S&PRES=lose_heart .,%svd:,desmayar,0,,1,3,s,pret,,same,,,
4435,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1974,v|cansa-3s&pret=tire,se desmayó po(r)que (.) como ca(n)só se desmaya .%mor: pro:refl|se=itself v|desmaya-3S&PRET=lose_heart conj|porque=because adv|como=like v|cansa-3S&PRET=tire pro:refl|se=itself v|desmaya-3S&PRES=lose_heart .,%svd:,cansar,0,,1,3,s,pret,same,same,,,
4436,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1974,v|desmaya-3s&pres=lose_heart,se desmayó po(r)que (.) como ca(n)só se desmaya .%mor: pro:refl|se=itself v|desmaya-3S&PRET=lose_heart conj|porque=because adv|como=like v|cansa-3S&PRET=tire pro:refl|se=itself v|desmaya-3S&PRES=lose_heart .,%svd:,desmayar,0,,1,3,s,pres,same,same,,,
4437,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1978,.,&ye ya .%mor: adv|ya=already .,%mor:,0,,,,0,0,0,,,,,
4438,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1980,?,+< ya acabó ?%mor: adv|ya=already v|acaba-3S&PRET=finish ?,%mor:,0,,,,0,0,0,,,,,
4439,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1980,v|acaba-3s&pret=finish,+< ya acabó ?%mor: adv|ya=already v|acaba-3S&PRET=finish ?,%svd:,acabar,0,,0,3,s,pret,,,,,
4440,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1982,.,no .%mor: adv|no=no .,%mor:,0,,,,0,0,0,,,,,
4441,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1984,.,sí éste es ya es otro mira .%mor: co|sí=yes pro:dem|éste=this_one cop|se-3S&PRES=be adv|ya=already cop|se-3S&PRES=be pro:indef|otro-m=other co|mira=look .,%mor:,0,,,,0,0,0,,,,,
4442,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1984,cop|se-3s&pres=be,sí éste es ya es otro mira .%mor: co|sí=yes pro:dem|éste=this_one cop|se-3S&PRES=be adv|ya=already cop|se-3S&PRES=be pro:indef|otro-m=other co|mira=look .,%svd:,ser,na,na,na,na,na,na,na,na,na,false start,
4443,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1984,cop|se-3s&pres=be,sí éste es ya es otro mira .%mor: co|sí=yes pro:dem|éste=this_one cop|se-3S&PRES=be adv|ya=already cop|se-3S&PRES=be pro:indef|otro-m=other co|mira=look .,%svd:,ser,DP-dem,,0,3,s,pres,,,,,
4444,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1987,.,es Pulgarcita .%mor: cop|se-3S&PRES=be n:prop|Pulgarcita .,%mor:,0,,,,0,0,0,,,,,
4445,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1987,cop|se-3s&pres=be,es Pulgarcita .%mor: cop|se-3S&PRES=be n:prop|Pulgarcita .,%svd:,ser,0,,0,3,s,pres,,,,,
4446,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1989,.,mira te voy a enseñar .%mor: co|mira=look pro:obj|te=you v|i-1S&PRES=go aprep|a=to inf|enseña-INF=teach .,%mor:,0,,,,0,0,0,,,,,
4447,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1989,v|i-1s&pres=go,mira te voy a enseñar .%mor: co|mira=look pro:obj|te=you v|i-1S&PRES=go aprep|a=to inf|enseña-INF=teach .,%svd:,ir,0,,1,1,s,pres,,switch,,,
4448,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1992,+/.,aquí mira +/.%mor: adv|aquí=here co|mira=look +/.,%mor:,0,,,,0,0,0,,,,,
4449,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1994,.,Pulga(r)cita .%mor: n:prop|Pulgarcita .,%mor:,0,,,,0,0,0,,,,,
4450,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1996,.,(é)sta es Pulgarcita .%mor: pro:dem|éste-f=this_one cop|se-3S&PRES=be n:prop|Pulgarcita .,%mor:,0,,,,0,0,0,,,,,
4451,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1996,cop|se-3s&pres=be,(é)sta es Pulgarcita .%mor: pro:dem|éste-f=this_one cop|se-3S&PRES=be n:prop|Pulgarcita .,%svd:,ser,DP-dem,,0,3,s,pres,,,,,
4452,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1998,?,ya ves ?%mor: adv|ya=already v|ve-2S&PRES=see ?,%mor:,0,,,,0,0,0,,,,,
4453,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1998,v|ve-2s&pres=see,ya ves ?%mor: adv|ya=already v|ve-2S&PRES=see ?,%svd:,ver,na,na,na,na,na,na,na,na,na,frozen,
4454,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2000,?,(mam)á &po por qué estaba llorando ?%mor: n|mamá&f=mommy prep|por=for pro:int|qué=what cop|esta-13S&PAS=be part|llora-PROG=cry ?,%mor:,0,,,,0,0,0,,,,,
4455,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2000,cop|esta-13s&pas=be,(mam)á &po por qué estaba llorando ?%mor: n|mamá&f=mommy prep|por=for pro:int|qué=what cop|esta-13S&PAS=be part|llora-PROG=cry ?,%svd:,estar,0,,1,3,s,pas,,,,,
4456,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2003,.,aquí .%mor: adv|aquí=here .,%mor:,0,,,,0,0,0,,,,,
4457,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2006,.,dime éstas dos .%mor: imp|deci-2S&IMP~pro:clit|1S=say pro:dem|éste-f-PL=this_one det:num|dos=two .,%mor:,0,,,,0,0,0,,,,,
4458,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2009,.,oye .%mor: co|oye=listen .,%mor:,0,,,,0,0,0,,,,,
4459,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2011,.,&ah no .%mor: adv|no=no .,%mor:,0,,,,0,0,0,,,,,
4460,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2013,.,ella se &eh ella eren [: era] y estaba era Navidad .%mor: pro:sub|ello-f=he pro:refl|se=itself pro:sub|ello-f=he cop|se-13S&PAS=be coord|y=and cop|esta-13S&PAS=be cop|se-13S&PAS=be n:prop|Navidad .,%mor:,0,,,,0,0,0,,,,,
4461,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2013,cop|se-13s&pas=be,ella se &eh ella eren [: era] y estaba era Navidad .%mor: pro:sub|ello-f=he pro:refl|se=itself pro:sub|ello-f=he cop|se-13S&PAS=be coord|y=and cop|esta-13S&PAS=be cop|se-13S&PAS=be n:prop|Navidad .,%svd:,ser,1,,1,3,s,pas,,,,morphological eror,
4462,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2013,cop|esta-13s&pas=be,ella se &eh ella eren [: era] y estaba era Navidad .%mor: pro:sub|ello-f=he pro:refl|se=itself pro:sub|ello-f=he cop|se-13S&PAS=be coord|y=and cop|esta-13S&PAS=be cop|se-13S&PAS=be n:prop|Navidad .,%svd:,estar,na,na,na,na,na,na,na,na,na,false start,
4463,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2013,cop|se-13s&pas=be,ella se &eh ella eren [: era] y estaba era Navidad .%mor: pro:sub|ello-f=he pro:refl|se=itself pro:sub|ello-f=he cop|se-13S&PAS=be coord|y=and cop|esta-13S&PAS=be cop|se-13S&PAS=be n:prop|Navidad .,%svd:,ser,na,na,na,na,na,na,na,na,na,exclude,
4464,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2017,+...,ellos se estaban contando unos (.) unas +...%mor: pro:sub|ello-m-PL=he pro:refl|se=itself cop|esta-3P&PAS=be part|conta-PROG=count_tell det:art|un-m-PL=one v|uni-2S&SUB&PRES=unite +...,%mor:,0,,,,0,0,0,,,,,
4465,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2017,cop|esta-3p&pas=be,ellos se estaban contando unos (.) unas +...%mor: pro:sub|ello-m-PL=he pro:refl|se=itself cop|esta-3P&PAS=be part|conta-PROG=count_tell det:art|un-m-PL=one v|uni-2S&SUB&PRES=unite +...,%svd:,estar,1,,1,3,p,pas,,switch,,,
4466,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2017,v|uni-2s&sub&pres=unite,ellos se estaban contando unos (.) unas +...%mor: pro:sub|ello-m-PL=he pro:refl|se=itself cop|esta-3P&PAS=be part|conta-PROG=count_tell det:art|un-m-PL=one v|uni-2S&SUB&PRES=unite +...,%svd:,unir,na,na,na,na,na,na,na,na,na,tag error,
4467,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2021,?,&mn cómo se llaman éstas ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call pro:dem|éste-f-PL=this_one ?,%mor:,0,,,,0,0,0,,,,,
4468,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2021,v|llama-3p&pres=call,&mn cómo se llaman éstas ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call pro:dem|éste-f-PL=this_one ?,%svd:,llamar,DP-dem,,0,3,p,pres,,,,,
4469,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2024,?,(có)mo se llama xxx ponemos los árbole(s) ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call v|pone-1P&PRES=put det:art|el&m-PL=the n|árbol&m-PL=tree ?,%mor:,0,,,,0,0,0,,,,,
4470,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2024,v|llama-3s&pres=call,(có)mo se llama xxx ponemos los árbole(s) ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call v|pone-1P&PRES=put det:art|el&m-PL=the n|árbol&m-PL=tree ?,%svd:,llamar,0?,,0,3,s,pres,,,,can't analyze,
4471,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2024,v|pone-1p&pres=put,(có)mo se llama xxx ponemos los árbole(s) ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call v|pone-1P&PRES=put det:art|el&m-PL=the n|árbol&m-PL=tree ?,%svd:,poner,0,,1,1,p,pres,,,,preceding context unclear,
4472,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2027,?,las qué ?%mor: det:art|el&f-PL=the pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
4473,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2029,+/.,&mn ponemos las +/.%mor: v|pone-1P&PRES=put det:art|el&f-PL=the +/.,%mor:,0,,,,0,0,0,,,,,
4474,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2029,v|pone-1p&pres=put,&mn ponemos las +/.%mor: v|pone-1P&PRES=put det:art|el&f-PL=the +/.,%svd:,poner,0,,1,1,p,pres,,,,,
4475,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2031,?,+< &mn que ponemo(s) las aguas ?%mor: pro:rel|que=that v|pone-1P&PRES=put det:art|el&f-PL=the n|agua&f-PL=water ?,%mor:,0,,,,0,0,0,,,,,
4476,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2031,v|pone-1p&pres=put,+< &mn que ponemo(s) las aguas ?%mor: pro:rel|que=that v|pone-1P&PRES=put det:art|el&f-PL=the n|agua&f-PL=water ?,%svd:,poner,0,,1,1,p,pres,,,,,
4477,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2034,.,"+, cositas entonces que que les pongan en el lodo de no sé yo conto [: cuento] que no estaba .%mor: n|cosa&f-DIM-PL=thing adv|entonces=then prep|que=than pro:rel|que=that pro:ind|le-PL=them v|pone-3P&SUB&PRES=put prep|en=in det:art|el&m&SG=the n|lodo&m=mud prep|de=of adv|no=no v|sabe-1S&PRES=know pro:sub|yo=I v|conta-1S&PRES=count_tell pro:rel|que=that adv|no=no cop|esta-13S&PAS=be .",%mor:,0,,,,0,0,0,,,,,
4478,SLV-2008-06-23-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2034,v|pone-3p&sub&pres=put,"+, cositas entonces que que les pongan en el lodo de no sé yo conto [: cuento] que no estaba .%mor: n|cosa&f-DIM-PL=thing adv|entonces=then prep|que=than pro:rel|que=that pro:ind|le-PL=them v|pone-3P&SUB&PRES=put prep|en=in det:art|el&m&SG=the n|lodo&m=mud prep|de=of adv|no=no v|sabe-1S&PRES=know pro:sub|yo=I v|conta-1S&PRES=count_tell pro:rel|que=that adv|no=no cop|esta-13S&PAS=be .",%svd:,poner,na,na,na,na,na,na,na,na,na,generic?,
