original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
6287,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,178,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
6288,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,180,.,se le cayó encima .%mor: pro:refl|se=itself pro:ind|le=him v|cae-3S&PRET=fall adv|encima=on_top .,%mor:,0,,,0,0,0,,,,
6289,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,180,v|cae-3s&pret=fall,se le cayó encima .%mor: pro:refl|se=itself pro:ind|le=him v|cae-3S&PRET=fall adv|encima=on_top .,%svd:,caer,0,1,3,s,pret,,,,
6290,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,183,?,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:,0,,,0,0,0,,,,
6291,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,183,v|pasa-3s&pret=pass,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%svd:,pasar,wh,0,3,s,pret,,,,
6292,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,185,.,mira .%mor: co|mira=look .,%mor:,0,,,0,0,0,,,,
6293,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,187,v|cae-3s&pret=fall,"se, se le cayó sobre (.) &eh, la +...%mor: pro:refl|se=itself cm|cm pro:refl|se=itself pro:ind|le=him v|cae-3S&PRET=fall prep|sobre=above cm|cm det:art|el&f&SG=the +...",%mor:,0,,,0,0,0,,,,
6293,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,187,v|cae-3s&pret=fall,"se, se le cayó sobre (.) &eh, la +...%mor: pro:refl|se=itself cm|cm pro:refl|se=itself pro:ind|le=him v|cae-3S&PRET=fall prep|sobre=above cm|cm det:art|el&f&SG=the +...",%svd:,caer,0,1,3,s,pret,,,,
6294,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,190,.,se le cayó por ahí .%mor: pro:refl|se=itself pro:ind|le=him v|cae-3S&PRET=fall prep|por=for adv|ahí=there .,%mor:,0,,,0,0,0,,,,
6295,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,190,v|cae-3s&pret=fall,se le cayó por ahí .%mor: pro:refl|se=itself pro:ind|le=him v|cae-3S&PRET=fall prep|por=for adv|ahí=there .,%svd:,caer,0,1,3,s,pret,,same,,
6296,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,193,.,el tambor .%mor: det:art|el&m&SG=the n|tambor&m=drum .,%mor:,0,,,0,0,0,,,,
6297,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,195,.,el tam(b)or .%mor: det:art|el&m&SG=the n|tambor&m=drum .,%mor:,0,,,0,0,0,,,,
6298,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,197,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:,0,,,0,0,0,,,,
6299,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,199,?,y entonces qué pasó ?%mor: coord|y=and adv|entonces=then pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:,0,,,0,0,0,,,,
6300,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,199,v|pasa-3s&pret=pass,y entonces qué pasó ?%mor: coord|y=and adv|entonces=then pro:int|qué=what v|pasa-3S&PRET=pass ?,%svd:,pasar,wh,0,3,s,pret,,,,
6301,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,202,.,se le llevó la comida el señor .%mor: pro:refl|se=itself pro:ind|le=him v|lleva-3S&PRET=carry det:art|el&f&SG=the n|comida&f=food det:art|el&m&SG=the co:voc|señor=sir .,%mor:,0,,,0,0,0,,,,
6302,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,202,v|lleva-3s&pret=carry,se le llevó la comida el señor .%mor: pro:refl|se=itself pro:ind|le=him v|lleva-3S&PRET=carry det:art|el&f&SG=the n|comida&f=food det:art|el&m&SG=the co:voc|señor=sir .,%svd:,llevar,DP-def,1,3,s,pret,,,,
6303,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,206,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
6304,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,208,.,"y de(s)pués la, la señora se asustó .%mor: coord|y=and adv|después=after det:art|el&f&SG=the cm|cm det:art|el&f&SG=the n|señora&f=lady pro:refl|se=itself v|asusta-3S&PRET=frighten .",%mor:,0,,,0,0,0,,,,
6305,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,208,v|asusta-3s&pret=frighten,"y de(s)pués la, la señora se asustó .%mor: coord|y=and adv|después=after det:art|el&f&SG=the cm|cm det:art|el&f&SG=the n|señora&f=lady pro:refl|se=itself v|asusta-3S&PRET=frighten .",%svd:,asustar,DP-def,1,3,s,pret,,,,
6306,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,212,.,botó la comida y se asustó .%mor: v|bota-3S&PRET=bounce det:art|el&f&SG=the n|comida&f=food coord|y=and pro:refl|se=itself v|asusta-3S&PRET=frighten .,%mor:,0,,,0,0,0,,,,
6307,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,212,v|bota-3s&pret=bounce,botó la comida y se asustó .%mor: v|bota-3S&PRET=bounce det:art|el&f&SG=the n|comida&f=food coord|y=and pro:refl|se=itself v|asusta-3S&PRET=frighten .,%svd:,botar,0,1,3,s,pret,,same,,
6308,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,212,v|asusta-3s&pret=frighten,botó la comida y se asustó .%mor: v|bota-3S&PRET=bounce det:art|el&f&SG=the n|comida&f=food coord|y=and pro:refl|se=itself v|asusta-3S&PRET=frighten .,%svd:,asustar,0,1,3,s,pret,same,same,,
6309,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,215,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:,0,,,0,0,0,,,,
6310,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,217,?,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:,0,,,0,0,0,,,,
6311,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,217,v|pasa-3s&pret=pass,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%svd:,pasar,wh,0,3,s,pret,,,,
6312,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,219,v|aparece-3s&pret=appear,apareció el sapo +..?%mor: v|aparece-3S&PRET=appear det:art|el&m&SG=the n|sapo&m=toad +..?,%mor:,0,,,0,0,0,,,,
6312,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,219,v|aparece-3s&pret=appear,apareció el sapo +..?%mor: v|aparece-3S&PRET=appear det:art|el&m&SG=the n|sapo&m=toad +..?,%svd:,aparecer,DP-def,1,3,s,pret,,,,
6313,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,221,.,apareció y se asustó .%mor: v|aparece-3S&PRET=appear coord|y=and pro:refl|se=itself v|asusta-3S&PRET=frighten .,%mor:,0,,,0,0,0,,,,
6314,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,221,v|aparece-3s&pret=appear,apareció y se asustó .%mor: v|aparece-3S&PRET=appear coord|y=and pro:refl|se=itself v|asusta-3S&PRET=frighten .,%svd:,aparecer,0,1,3,s,pret,,,,
6315,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,221,v|asusta-3s&pret=frighten,apareció y se asustó .%mor: v|aparece-3S&PRET=appear coord|y=and pro:refl|se=itself v|asusta-3S&PRET=frighten .,%svd:,asustar,0,2,3,s,pret,switch,switch,,
6316,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,224,.,claro .%mor: co|claro=obvious .,%mor:,0,,3,0,0,0,,,,
6317,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,226,.,"y, y se aterrizó sob(r)e el a(g)ua .%mor: coord|y=and cm|cm coord|y=and pro:refl|se=itself v|aterriza-3S&PRET=land prep|sobre=above det:art|el&m&SG=the n|agua&f=water .",%mor:,0,,4,0,0,0,,,,
6318,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,226,v|aterriza-3s&pret=land,"y, y se aterrizó sob(r)e el a(g)ua .%mor: coord|y=and cm|cm coord|y=and pro:refl|se=itself v|aterriza-3S&PRET=land prep|sobre=above det:art|el&m&SG=the n|agua&f=water .",%svd:,aterrizar,0,1,3,s,pret,,switch,,
6319,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,230,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:,0,,,0,0,0,,,,
6320,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,232,?,y qué pasó después ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass adv|después=after ?,%mor:,0,,,0,0,0,,,,
6321,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,232,v|pasa-3s&pret=pass,y qué pasó después ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass adv|después=after ?,%svd:,pasar,wh,0,3,s,pret,,,,
6322,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,235,.,se mi(r)ó y se le dio un beso en la nariz .%mor: pro:refl|se=itself v|mira-3S&PRET=look coord|y=and pro:refl|se=itself pro:ind|le=him v|da-3S&PRET=give det:art|un&m=one n|beso&m=kiss prep|en=in det:art|el&f&SG=the n|nariz&f=nose .,%mor:,0,,,0,0,0,,,,
6323,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,235,v|mira-3s&pret=look,se mi(r)ó y se le dio un beso en la nariz .%mor: pro:refl|se=itself v|mira-3S&PRET=look coord|y=and pro:refl|se=itself pro:ind|le=him v|da-3S&PRET=give det:art|un&m=one n|beso&m=kiss prep|en=in det:art|el&f&SG=the n|nariz&f=nose .,%svd:,mirar,0,1,3,s,pret,,,,morphological error or le ->se error?
6324,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,235,v|da-3s&pret=give,se mi(r)ó y se le dio un beso en la nariz .%mor: pro:refl|se=itself v|mira-3S&PRET=look coord|y=and pro:refl|se=itself pro:ind|le=him v|da-3S&PRET=give det:art|un&m=one n|beso&m=kiss prep|en=in det:art|el&f&SG=the n|nariz&f=nose .,%svd:,dar,0,1,3,s,pret,same?,same?,,
6325,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,239,.,un atrevido ese sapo .%mor: det:art|un&m=one part|atreve-PPART-m=dare det:dem|ese=that n|sapo&m=toad .,%mor:,0,,,0,0,0,,,,
6326,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,242,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:,0,,,0,0,0,,,,
6327,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,244,?,y entonces ?%mor: coord|y=and adv|entonces=then ?,%mor:,0,,,0,0,0,,,,
6328,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,246,.,"la agarró el, el señor justo e(n) la mesa .%mor: pro:obj|la&f=she v|agarra-3S&PRET=grab det:art|el&m&SG=the cm|cm det:art|el&m&SG=the co:voc|señor=sir adv|justo=completely prep|en=in det:art|el&f&SG=the n|mesa&f=table .",%mor:,0,,,0,0,0,,,,
6329,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,246,v|agarra-3s&pret=grab,"la agarró el, el señor justo e(n) la mesa .%mor: pro:obj|la&f=she v|agarra-3S&PRET=grab det:art|el&m&SG=the cm|cm det:art|el&m&SG=the co:voc|señor=sir adv|justo=completely prep|en=in det:art|el&f&SG=the n|mesa&f=table .",%svd:,agarrar,DP-def,1,3,s,pret,,,,
6330,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,252,.,"y, y esto, y se de(s)mayó .%mor: coord|y=and cm|cm coord|y=and pro:dem|esto=this_one cm|cm coord|y=and pro:refl|se=itself v|desmaya-3S&PRET=lose_heart .",%mor:,0,,,0,0,0,,,,
6331,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,252,v|desmaya-3s&pret=lose_heart,"y, y esto, y se de(s)mayó .%mor: coord|y=and cm|cm coord|y=and pro:dem|esto=this_one cm|cm coord|y=and pro:refl|se=itself v|desmaya-3S&PRET=lose_heart .",%svd:,desmayar,0,1,3,s,pret,,switch,,this does seem infelicitous to me
6332,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,255,.,"se desmayó, pobre, pobre señora .%mor: pro:refl|se=itself v|desmaya-3S&PRET=lose_heart cm|cm co|pobre cm|cm adj|pobre=poor n|señora&f=lady .",%mor:,0,,,0,0,0,,,,
6333,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,255,v|desmaya-3s&pret=lose_heart,"se desmayó, pobre, pobre señora .%mor: pro:refl|se=itself v|desmaya-3S&PRET=lose_heart cm|cm co|pobre cm|cm adj|pobre=poor n|señora&f=lady .",%svd:,desmayar,0,1,3,s,pret,,,,
6334,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,261,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
6335,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,263,?,y entonce(s) quién lo vio el sapo ?%mor: coord|y=and co|entonces pro:int|quién=who pro:obj|lo&m=him v|ve-3S&PRET=see det:art|el&m&SG=the n|sapo&m=toad ?,%mor:,0,,,0,0,0,,,,
6336,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,263,v|ve-3s&pret=see,y entonce(s) quién lo vio el sapo ?%mor: coord|y=and co|entonces pro:int|quién=who pro:obj|lo&m=him v|ve-3S&PRET=see det:art|el&m&SG=the n|sapo&m=toad ?,%svd:,ver,wh,1,3,s,pret,,,,
6337,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,266,?,que se lo llevaban ?%mor: pro:rel|que=that pro:refl|se=itself pro:obj|lo&m=him v|lleva-3P&PAS=carry ?,%mor:,0,,,0,0,0,,,,
6338,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,266,v|lleva-3p&pas=carry,que se lo llevaban ?%mor: pro:rel|que=that pro:refl|se=itself pro:obj|lo&m=him v|lleva-3P&PAS=carry ?,%svd:,llevar,0,1,3,p,pas,,,,
6339,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,269,.,el señor .%mor: det:art|el&m&SG=the co:voc|señor=sir .,%mor:,0,,,0,0,0,,,,
6340,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,271,.,claro .%mor: co|claro=obvious .,%mor:,0,,,0,0,0,,,,
6341,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,273,?,y el nene qué hizo ?%mor: coord|y=and det:art|el&m&SG=the co:voc|nene=baby pro:int|qué=what v|hace-3S&PRET=do ?,%mor:,0,,,0,0,0,,,,
6342,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,273,v|hace-3s&pret=do,y el nene qué hizo ?%mor: coord|y=and det:art|el&m&SG=the co:voc|nene=baby pro:int|qué=what v|hace-3S&PRET=do ?,%svd:,hacer,DP-def,1,3,s,pret,,,,
6343,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,276,.,le retó a su rana .%mor: pro:ind|le=him v|reta-3S&PRET=scold aprep|a=to det:poss|su&3S=his n|rana&f=frog .,%mor:,0,,,0,0,0,,,,
6344,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,276,v|reta-3s&pret=scold,le retó a su rana .%mor: pro:ind|le=him v|reta-3S&PRET=scold aprep|a=to det:poss|su&3S=his n|rana&f=frog .,%svd:,retar,0,1,3,s,pret,,,,
6345,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,279,.,claro .%mor: co|claro=obvious .,%mor:,0,,,0,0,0,,,,
6346,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,281,.,le retó .%mor: pro:ind|le=him v|reta-3S&PRET=scold .,%mor:,0,,,0,0,0,,,,
6347,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,281,v|reta-3s&pret=scold,le retó .%mor: pro:ind|le=him v|reta-3S&PRET=scold .,%svd:,retar,0,1,3,s,pret,,same,,
6348,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,283,.,toma .%mor: imp|toma-2S&IMP=take .,%mor:,0,,,0,0,0,,,,
6349,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,285,?,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:,0,,,0,0,0,,,,
6350,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,285,v|pasa-3s&pret=pass,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%svd:,pasar,wh,0,3,s,pret,,,,
6351,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,287,v|deci-3s&pret=say,dijo +/.%mor: v|deci-3S&PRET=say +/.,%mor:,0,,,0,0,0,,,,
6351,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,287,v|deci-3s&pret=say,dijo +/.%mor: v|deci-3S&PRET=say +/.,%svd:,decir,na,na,na,na,na,na,na,na,false start
6352,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,289,.,"la mamá del hijo se, se, se enojó por llevarle a su rana .%mor: det:art|el&f&SG=the n|mamá&f=mommy prep|de~det:art|el&m=of co:voc|hijo=child pro:refl|se=itself cm|cm pro:refl|se=itself cm|cm pro:refl|se=itself v|enoja-3S&PRET=annoy prep|por=for inf|lleva-INF~pro:clit|3S=carry aprep|a=to det:poss|su&3S=his n|rana&f=frog .",%mor:,0,,,0,0,0,,,,
6353,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,289,v|enoja-3s&pret=annoy,"la mamá del hijo se, se, se enojó por llevarle a su rana .%mor: det:art|el&f&SG=the n|mamá&f=mommy prep|de~det:art|el&m=of co:voc|hijo=child pro:refl|se=itself cm|cm pro:refl|se=itself cm|cm pro:refl|se=itself v|enoja-3S&PRET=annoy prep|por=for inf|lleva-INF~pro:clit|3S=carry aprep|a=to det:poss|su&3S=his n|rana&f=frog .",%svd:,enojar,DP-def,1,3,s,pret,,,,
6354,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,295,.,"claro, tal cual .%mor: co|claro=obvious cm|cm adj|tal=such pro:rel|cual=which .",%mor:,0,,,0,0,0,,,,
6355,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,297,?,entonces ?%mor: adv|entonces=then ?,%mor:,0,,,0,0,0,,,,
6356,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,299,?,qué pasaba ?%mor: pro:int|qué=what v|pasa-13S&PAS=pass ?,%mor:,0,,,0,0,0,,,,
6357,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,299,v|pasa-13s&pas=pass,qué pasaba ?%mor: pro:int|qué=what v|pasa-13S&PAS=pass ?,%svd:,pasar,wh,0,1,s,pas,,,,
6358,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,301,v|deci-3s&pret=say,dijo +/.%mor: v|deci-3S&PRET=say +/.,%mor:,0,,,0,0,0,,,,
6358,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,301,v|deci-3s&pret=say,dijo +/.%mor: v|deci-3S&PRET=say +/.,%svd:,decir,0,1,3,s,pret,,,,
6359,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,303,.,"se, se &atebisó, se fue a tu habitación y no tenía que entrar a su bolsillo .%mor: pro:refl|se=itself cm|cm pro:refl|se=itself cm|cm pro:refl|se=itself v|i-3S&PRET=go aprep|a=to det:poss|tu=your n|habitación&f=dwelling coord|y=and adv|no=no v|tene-13S&PAS=have prep|que=than inf|entra-INF=come_in aprep|a=to det:poss|su&3S=his n|bolso&m-DIM=money_bag .",%mor:,0,,,0,0,0,,,,
6360,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,303,v|i-3s&pret=go,"se, se &atebisó, se fue a tu habitación y no tenía que entrar a su bolsillo .%mor: pro:refl|se=itself cm|cm pro:refl|se=itself cm|cm pro:refl|se=itself v|i-3S&PRET=go aprep|a=to det:poss|tu=your n|habitación&f=dwelling coord|y=and adv|no=no v|tene-13S&PAS=have prep|que=than inf|entra-INF=come_in aprep|a=to det:poss|su&3S=his n|bolso&m-DIM=money_bag .",%svd:,ir,0,1,3,s,pret,,same?,,
6361,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,303,v|tene-13s&pas=have,"se, se &atebisó, se fue a tu habitación y no tenía que entrar a su bolsillo .%mor: pro:refl|se=itself cm|cm pro:refl|se=itself cm|cm pro:refl|se=itself v|i-3S&PRET=go aprep|a=to det:poss|tu=your n|habitación&f=dwelling coord|y=and adv|no=no v|tene-13S&PAS=have prep|que=than inf|entra-INF=come_in aprep|a=to det:poss|su&3S=his n|bolso&m-DIM=money_bag .",%svd:,tener,0,1,3,s,pas,same,same,,
6362,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,310,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:,0,,,0,0,0,,,,
6363,ABB-SDS-2019-02-04-cuentonininv-SDS.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,312,?,y al final ?%mor: coord|y=and aprep|a~det:art|el&m=to n|final&m=end ?,%mor:,0,,,0,0,0,,,,
